m;Hour;Cloud amount (1/8);Pressure (msl) (hPa);Precipitation amount (mm);Relative humidity (%);Precipitation intensity (mm/h);Snow depth (cm);Air temperature (degC);Dew-point temperature (degC);Horizontal visibility (m);Wind direction (deg);Gust speed (m/s);Wind speed (m/s);Solar plant (kWh);dh_MWh
4;0;3;1028.3;0;65;0;0;7.6;1.4;50000;337;4.7;3.3;0;665,2305073
4;1;7;1028.4;0;65;0;0;7.6;1.5;50000;318;5.2;2.7;0;668,5007133
4;2;0;1028.6;0;71;0;0;6.2;1.3;50000;314;4;2.5;0;734,5505692
4;3;0;1029;0;73;0;0;5.3;0.9;50000;313;5.3;3.3;0;813,6648132
4;4;0;1029.6;0;73;0;0;5.3;0.9;50000;305;5.7;3;0;838,6914284
4;5;0;1029.7;0;68;0;0;6.3;0.8;46750;320;5.8;3.9;0;800,8704239
4;6;0;1029.9;0;59;0;0;8.6;1;45170;316;5.2;2.5;0;716,5381989
4;7;0;1030.1;0;51;0;0;9.8;0.1;47440;339;7.3;4.9;20;647,58773
4;8;0;1030.2;0;40;0;0;11;-2.2;44870;321;8.6;5.9;101;609,6072014
4;9;0;1029.6;0;36;0;0;12.2;-2.6;48450;324;7;4.2;281;576,2999084
4;10;0;1029.3;0;33;0;0;13.4;-2.4;46860;302;6.4;2.4;380;540,4489792
4;11;0;1029.1;0;30;0;0;14.6;-3;40510;294;7.9;4.6;502;499,2994171
4;12;0;1028.5;0;23;0;0;14.4;-6.3;34480;302;6.6;3.3;582;483,9782845
4;13;0;1027.7;0;22;0;0;15.3;-6.5;50000;295;5.9;2.5;672;468,8432156
4;14;0;1027.4;0;22;0;0;16.3;-5.4;47890;290;7.2;3.7;592;440,5472198
4;15;0;1027.3;0;24;0;0;16;-4.7;50000;306;8.2;4.2;682;453,6582504
4;16;0;1027.4;0;27;0;0;14.7;-4;50000;286;8.7;4.9;560;499,7915894
4;17;0;1027.3;0;28;0;0;14.2;-4.2;50000;290;5.9;3.5;442;552,0331497
4;18;0;1027.4;0;31;0;0;12.4;-4.4;50000;301;3;2.2;300;602,5815247
4;19;0;1027.4;0;35;0;0;10.2;-4.5;50000;314;2.5;1.7;172;609,7843077
4;20;0;1027.3;0;37;0;0;9.6;-4.4;50000;349;2.3;2.1;30;637,8541588
4;21;0;1027.5;0;44;0;0;8.2;-3.3;50000;291;4;2.8;0;644,9108139
4;22;0;1027.6;0;47;0;0;7.1;-3.4;50000;301;2.6;1.7;0;658,5969025
4;23;0;1027.7;0;53;0;0;6.8;-2.1;50000;328;4.4;3.5;0;661,8319054
4;0;0;1028.1;0;54;0;0;6.7;-2;50000;338;4.5;3.7;0;677,8401718
4;1;1;1028.8;0;54;0;0;6;-2.6;50000;360;6.5;4;0;685,784333
4;2;7;1029.3;0;55;0;0;6.2;-2.3;50000;29;6.3;3.7;0;715,2054352
4;3;3;1029.6;0;58;0;0;5.4;-2.2;50000;18;5.2;3.6;0;783,2614212
4;4;3;1029.9;0;59;0;0;5.6;-1.8;49160;27;4.5;2.7;0;785,343057
4;5;1;1030.2;0;54;0;0;7.1;-1.7;48270;30;6.6;4.1;0;744,6256592
4;6;0;1030.3;0;49;0;0;8.6;-1.6;43700;43;4.7;2.8;10;694,8085426
4;7;0;1029.9;0;45;0;0;9.8;-1.6;40440;73;4.6;3.2;40;662,6432503
4;8;0;1029.8;0;44;0;0;9.8;-2;38760;85;4.9;3.8;100;665,3718937
4;9;0;1029.5;0;44;0;0;9.8;-1.9;42940;98;6.1;4;180;681,0545956
4;10;0;1029.2;0;46;0;0;9.6;-1.4;34280;141;5.8;3.8;332;675,0813362
4;11;0;1028.4;0;46;0;0;10.3;-0.9;36210;136;5;3;421;654,5869558
4;12;7;1027.6;0;41;0;0;10.3;-2.4;50000;151;6;4.2;621;644,0770311
4;13;7;1026.5;0;41;0;0;11.5;-1.4;35320;143;5.9;4.3;712;649,7952019
4;14;1;1025.7;0;43;0;0;9.5;-2.4;49320;190;7.2;4.2;542;646,4705252
4;15;5;1024.6;0;43;0;0;10.5;-1.6;43510;182;5;3.3;602;646,8122168
4;16;1;1023.5;0;45;0;0;9.3;-1.9;50000;178;6.9;4.5;391;677,5374609
4;17;0;1022.9;0;49;0;0;8.4;-1.6;50000;182;5.9;3.1;501;742,2019408
4;18;7;1022.2;0;56;0;0;7.7;-0.5;50000;194;4.4;2.9;342;739,8505455
4;19;0;1022;0;60;0;0;6.9;-0.4;50000;243;2.7;2;130;736,0203773
4;20;0;1021.3;0;62;0;0;6.4;-0.4;50000;247;4.9;3.6;20;721,8280418
4;21;0;1021;0;69;0;0;5.2;0;50000;271;5.2;3.8;0;717,4623825
4;22;0;1021;0;63;0;0;5.5;-1;50000;305;4.6;3.3;0;716,0140366
4;23;0;1020.6;0;65;0;0;4.4;-1.6;50000;301;4.1;3.3;0;728,3293503
4;0;0;1020.4;0;68;0;0;3.7;-1.7;50000;292;4.6;3.2;0;737,8562553
4;1;0;1019.7;0;69;0;0;3.2;-1.9;50000;287;4.8;3.3;0;753,7141556
4;2;0;1019.3;0;72;0;0;2.8;-1.7;50000;294;4.3;2.7;0;797,549054
4;3;0;1019.2;0;78;0;0;1.9;-1.5;50000;281;3.9;2.9;0;852,9177147
4;4;0;1019.1;0;65;0;0;4.7;-1.3;43600;307;4.2;2.2;0;838,2259819
4;5;0;1018.8;0;57;0;0;6.5;-1.3;50000;313;3.9;2;0;784,8222977
4;6;0;1018.4;0;50;0;0;7.7;-2.1;33540;325;3.1;1.7;0;718,6168182
4;7;0;1017.8;0;42;0;0;10.5;-2;47130;327;2.1;1;20;649,7825867
4;8;0;1016.9;0;42;0;0;11.2;-1.4;41160;274;6.4;4;120;624,7819026
4;9;0;1016.1;0;41;0;0;11.6;-1.4;39130;302;4.8;2.5;260;605,9779896
4;10;1;1015.6;0;39;0;0;12.3;-1.2;32700;185;7.1;4.8;402;597,5889225
4;11;0;1015;0;43;0;0;11.5;-0.6;38230;197;6.2;4.3;512;591,1697987
4;12;0;1014.2;0;41;0;0;12.8;-0.1;33840;166;6.3;3.8;572;561,5631908
4;13;5;1013.5;0;40;0;0;12.8;-0.4;42230;210;4.3;2.2;630;532,6518833
4;14;7;1012.6;0;24;0;0;13.9;-6.3;48070;289;7.5;4.1;642;526,1629807
4;15;1;1011.8;0;25;0;0;13.9;-5.9;47540;297;6.1;3;622;533,1388828
4;16;0;1011.1;0;28;0;0;12.7;-5.3;50000;319;8.1;4.7;321;578,9760132
4;17;1;1010.6;0;28;0;0;11.4;-6.4;50000;321;7;4.8;301;663,3288092
4;18;1;1010.3;0;29;0;0;10.2;-6.9;50000;316;4.2;2.4;321;666,8325554
4;19;7;1009.7;0;35;0;0;9.5;-5.3;50000;316;3.9;2.5;91;656,3555227
4;20;7;1009.3;0;39;0;0;8.5;-4.6;50000;339;3.6;2.4;10;646,9474289
4;21;5;1008.8;0;43;0;0;7.3;-4.6;50000;311;3.1;1.7;0;664,663172
4;22;7;1008.4;0;49;0;0;6.6;-3.3;50000;303;2.4;1.6;0;645,6525385
4;23;7;1007.6;0;48;0;0;6.8;-3.5;50000;311;2.7;1.2;0;645,4113626
4;0;7;1006.7;0;51;0;0;6;-3.4;50000;281;2.6;2;0;658,3483341
4;1;7;1005.9;0;60;0;0;5.3;-1.8;50000;267;4.9;3.9;0;683,8718513
4;2;7;1005.4;0;59;0;0;4.7;-2.5;50000;273;6.9;4.1;0;736,5866863
4;3;5;1004.8;0;65;0;0;4.2;-1.9;50000;276;6.9;4.1;0;782,2557829
4;4;8;1004.2;0;67;0;0;4.5;-1.1;50000;275;7.4;4.9;0;822,1699938
4;5;8;1003.8;0;70;0;0;5.1;0;50000;277;7.3;4.5;0;827,1519979
4;6;7;1003.5;0;69;0;0;5.9;0.6;50000;272;6.9;3.8;0;798,0550694
4;7;7;1003.2;0;64;0;0;7.1;0.7;47250;282;8.2;4.6;20;716,7217796
4;8;7;1002.6;0;56;0;0;8.9;0.7;45110;293;8.9;4.6;90;692,1105175
4;9;7;1002.5;0;51;0;0;9.3;-0.3;49870;297;9;4.7;130;687,209824
4;10;3;1002.2;0;46;0;0;9.9;-1.1;44590;305;10.1;5.6;341;641,9340534
4;11;7;1002.2;0;45;0;0;9.5;-1.7;49630;313;9.3;5.2;291;646,4791691
4;12;7;1002.2;0;44;0;0;9.3;-2.4;48370;317;10.8;5.4;190;649,0619016
4;13;7;1001.8;0;45;0;0;9.6;-1.7;50000;285;8.1;4.6;241;654,1335018
4;14;7;1001.8;0;47;0;0;9.2;-1.6;50000;301;10.9;6;251;728,4430944
4;15;7;1001.8;0;69;0;0;7.1;1.7;19970;301;11.4;5.3;210;706,1400383
4;16;1;1001.4;0;46;0;0;8.4;-2.6;50000;311;9.5;5.4;120;700,6017075
4;17;3;1001.4;0;52;0;0;7.3;-1.8;50000;295;4.9;2.7;141;749,0862099
4;18;7;1001.3;0;51;0;0;7.1;-2.3;50000;284;7.4;3.9;241;764,5491265
4;19;0;1001.5;0;40;0;0;6.3;-6.2;50000;299;6.8;4;100;786,2073601
4;20;0;1001.8;0;36;0;0;5.2;-8.5;50000;304;7.7;4.5;0;800,4954927
4;21;0;1002.1;0;32;0;0;4.2;-11;50000;311;8.1;4.8;0;849,8967633
4;22;0;1002.5;0;37;0;0;2.8;-10.6;50000;314;8.1;4.5;0;901,4138318
4;23;0;1002.9;0;41;0;0;1.7;-10.2;50000;316;7.3;4.5;0;919,9515186
4;0;0;1003.2;0;47;0;0;0.7;-9.3;50000;318;5.4;3.6;0;932,984838
4;1;0;1003.5;0;54;0;0;-0.7;-8.8;50000;305;5.3;3;0;946,1298
4;2;0;1003.6;0;55;0;0;-1.1;-8.9;50000;304;5.5;3.5;0;986,1650527
4;3;0;1003.7;0;57;0;0;-1.3;-8.7;50000;300;5.3;2.7;0;985,9012563
4;4;0;1003.9;0;55;0;0;-0.2;-8.2;50000;302;4.3;2.4;0;949,4185279
4;5;0;1003.8;0;50;0;0;0.8;-8.5;50000;304;5;2.6;0;895,1221114
4;6;0;1003.7;0;45;0;0;2.4;-8.2;46790;314;6.7;4.2;0;862,3750587
4;7;0;1003.7;0;40;0;0;3.8;-8.5;50000;300;8.1;3.5;0;843,7649712
4;8;0;1003.3;0;36;0;0;3.9;-9.9;47400;295;7.4;3.3;120;818,5469391
4;9;1;1003;0;34;0;0;6.4;-8.3;41500;257;7.2;4;302;778,8435455
4;10;1;1002.6;0;32;0;0;7.6;-8;40630;256;7.7;3.2;400;715,909726
4;11;3;1002.2;0;31;0;0;8.3;-7.7;39440;270;7.6;3.1;542;682,9142853
4;12;5;1001.7;0;31;0;0;9;-7.4;44270;250;11.9;6.7;602;668,8968361
4;13;5;1001.1;0;33;0;0;8.2;-7.2;48910;250;8.3;5;562;655,0876053
4;14;5;1000.5;0;33;0;0;9.7;-5.9;47490;252;11;6.3;562;652,9355347
4;15;3;1000.2;0;41;0;0;9;-3.4;43390;248;9.5;5.7;350;714,7129141
4;16;5;1000.4;0;56;0;0;6.5;-1.7;50000;272;8.5;4.7;492;813,6894677
4;17;7;1000.2;0;55;0;0;5.4;-2.8;50000;262;5.9;3.8;170;855,2399353
4;18;8;1000.2;0;53;0;0;5.3;-3.5;50000;247;6.5;4.2;140;847,5099548
4;19;7;1000.5;0;59;0;0;4.6;-2.7;50000;262;5.5;3.4;60;861,1246143
4;20;0;1000.6;0;64;0;0;3.5;-2.6;50000;269;5.4;3.5;0;858,1123322
4;21;8;1000.7;0;66;0;0;3.7;-2.2;48880;245;5.3;3.5;0;833,0769452
4;22;1;1001.2;0;63;0;0;2.6;-3.7;50000;265;7.5;4.4;0;867,578598
4;23;0;1001.4;0;67;0;0;1.7;-3.9;50000;280;6.2;3.8;0;877,5010181
4;0;0;1001.8;0;70;0;0;0.6;-4.1;50000;277;4.7;3.1;0;883,2725842
4;1;0;1001.9;0;76;0;0;-0.6;-4.4;50000;258;5.7;3.8;0;930,3361679
4;2;0;1002;0;76;0;0;-1;-4.7;50000;273;4.9;3.3;0;930,933038
4;3;3;1001.9;0;75;0;0;-0.9;-4.9;50000;269;5.2;3.7;0;931,0107321
4;4;5;1002.2;0;69;0;0;0.4;-4.6;50000;268;5.1;3.2;0;859,650307
4;5;7;1002.2;0;56;0;0;3.5;-4.5;50000;264;2.8;1.4;0;776,9067371
4;6;7;1002.3;0;45;0;0;5.4;-5.5;50000;264;4.9;2.7;0;715,2154465
4;7;1;1002.3;0;34;0;0;6.7;-8.2;50000;242;5.4;3.5;70;670,3585854
4;8;3;1002.5;0;32;0;0;7.9;-8;50000;248;7.6;4.5;132;675,4946716
4;9;3;1002.9;0;29;0;0;9;-8.1;40950;251;7.2;4.4;240;667,3947681
4;10;7;1002.8;0;32;0;0;8.9;-7;50000;238;7.7;3.7;280;686,3497221
4;11;7;1003;0;40;0;0;8.3;-4.6;38890;212;6.7;4.5;382;680,1504692
4;12;5;1003.2;0;34;0;0;8.5;-6.4;50000;237;6.9;4.1;441;727,2488342
4;13;7;1003.9;0;48;0;0;7.7;-2.8;50000;284;7.4;4.7;371;715,6673317
4;14;7;1003.9;0;45;0;0;7.9;-3.5;50000;274;8.6;4.4;190;723,0159365
4;15;7;1003.8;0;47;0;0;7.4;-3.3;50000;218;2.8;1.6;222;733,0531354
4;16;7;1004;0;48;0;0;7.5;-2.7;50000;283;6;3.2;200;820,0982202
4;17;7;1004.6;0;58;0;0;6;-1.6;50000;271;3.9;1.9;120;843,5272192
4;18;7;1005.1;0;61;0;0;5.6;-1.4;50000;268;3;2.2;80;837,8936951
4;19;7;1005.5;0;63;0;0;5;-1.5;50000;258;2.6;2.1;20;820,8688916
4;20;7;1005.9;0;62;0;0;4.9;-1.8;50000;282;4.3;2.6;0;799,9867734
4;21;7;1006.2;0;56;0;0;4.7;-3.3;50000;284;4.8;2.5;0;789,0569992
4;22;7;1006.7;0;57;0;0;4.5;-3.4;50000;292;7;3.4;0;789,8087036
4;23;1;1007.2;0;58;0;0;3.6;-3.9;50000;297;6;3.7;0;815,8627448
4;0;3;1007.5;0;61;0;0;2.9;-3.8;50000;299;5.6;3.1;0;860,1359314
4;1;0;1007.9;0;69;0;0;1.7;-3.4;50000;296;5.2;2.8;0;886,5737811
4;2;0;1008.3;0;65;0;0;1.1;-4.7;50000;298;5.7;2.9;0;950,5704604
4;3;0;1008.7;0;70;0;0;0.3;-4.6;50000;296;4.2;2.6;0;988,6544968
4;4;0;1009;0;61;0;0;2.1;-4.5;50000;299;4.8;2.8;0;967,9792476
4;5;0;1009.5;0;57;0;0;3.2;-4.5;43890;307;6;2.7;0;928,0164314
4;6;0;1009.9;0;54;0;0;4.4;-4.1;40890;287;6.2;3.2;0;868,7567669
4;7;1;1010.1;0;47;0;0;5.6;-4.9;46910;293;5.2;2.3;40;805,6262569
4;8;3;1010.3;0;43;0;0;5.3;-6.3;50000;320;7.2;4;140;786,5995247
4;9;1;1010.4;0;33;0;0;7.8;-7.6;41120;307;5.9;3.5;282;802,1180204
4;10;7;1010.5;0;37;0;0;6.8;-6.8;50000;279;6.1;3.3;441;766,3795769
4;11;7;1010.6;0;35;0;0;7.5;-7.1;50000;311;5.5;2.5;381;731,5509872
4;12;7;1010.7;0;32;0;0;7.9;-7.7;49420;294;6.2;3.4;181;756,5220573
4;13;7;1010.7;0;45;0;0;7.3;-3.8;45910;191;8;5.1;281;771,9026871
4;14;7;1010.6;0;45;0;0;6.5;-4.5;50000;188;7.9;5.5;360;778,6728733
4;15;7;1010.5;0;50;0;0;6.6;-3.2;49270;194;8.1;5.7;301;780,5487495
4;16;7;1010.6;0;51;0;0;6.2;-3.3;50000;193;8.1;5.2;241;812,9527821
4;17;7;1010.7;0;58;0;0;5.6;-2;50000;196;7.1;5.3;140;826,6767517
4;18;7;1010.9;0;54;0;0;5.2;-3.5;50000;206;5.3;3.3;140;849,366494
4;19;8;1010.9;0;55;0;0;4.7;-3.6;50000;264;2.2;0.9;42;850,4805618
4;20;8;1010.8;0;58;0;0;4.4;-3.2;50000;223;1.5;0.9;19;839,7226091
4;21;8;1010.5;0;62;0;0;4.1;-2.5;50000;216;1.7;1.4;0;805,8507717
4;22;8;1010.3;0;64;0;0;3.9;-2.3;50000;275;2;1.5;0;802,0901878
4;23;7;1010;0;68;0;0;3.5;-1.9;50000;0;0.9;0;0;788,5592384
4;0;8;1009.5;0;69;0;0;4.1;-1.1;50000;84;2;1.4;0;782,5159653
4;1;8;1009.3;0;76;0;0;4.2;0.3;50000;77;2.8;1.6;0;783,0903118
4;2;7;1008.8;0;81;0;0;3.9;0.9;50000;86;2.7;1.6;0;815,1524483
4;3;7;1008.4;0;80;0;0;3.6;0.5;50000;120;3.3;2.1;0;857,7826542
4;4;7;1008.1;0;77;0;0;4.3;0.6;50000;141;3.6;1.9;0;879,0221302
4;5;7;1007.7;0;60;0;0;5.2;-2;50000;124;4;2.6;0;846,87696
4;6;7;1007.5;0;49;0;0;6.3;-3.7;50000;115;4.6;2.9;0;818,9955652
4;7;5;1007;0;45;0;0;6.7;-4.3;47450;102;3.9;3;0;792,3134052
4;8;7;1006.5;0;42;0;0;6.8;-5.3;50000;112;4.1;2.6;140;791,7663822
4;9;7;1005.9;0;44;0;0;6.3;-5.2;50000;103;4.9;3.5;220;820,9548195
4;10;7;1005.6;0;41;0;0;6.2;-6;46050;86;9.8;4.5;230;818,5323536
4;11;7;1005.2;0;45;0;0;5.5;-5.4;48350;76;10.7;5.6;212;825,8383224
4;12;7;1004.8;0;51;0;0;5.1;-4.3;50000;71;9.5;5.3;200;827,6126184
4;13;7;1004.2;0;53;0;0;4.7;-4.2;50000;58;9.6;5.8;60;879,1698578
4;14;7;1003.9;0;69;0;0;3.7;-1.5;48960;77;6.2;4;0;885,4085655
4;15;7;1003.5;0;65;0;0;4.3;-1.8;47000;76;6.8;4.5;0;893,9818424
4;16;8;1003.2;0;68;0;0;3.8;-1.6;46610;65;7.4;4.8;70;936,5585384
4;17;7;1002.7;0;72;0;0;3.3;-1.2;50000;45;4.7;2.7;80;959,2393545
4;18;8;1002.5;0;76;0;0;3.3;-0.5;50000;53;3.7;1.5;461;954,4761311
4;19;7;1002.4;0;67;0;0;3.5;-2.1;50000;3;8.5;4.4;61;927,7570671
4;20;8;1002.2;0;77;0;0;3;-0.7;50000;350;6.8;3.8;10;920,6370269
4;21;7;1002.1;0;86;0;0;2.4;0.4;35340;342;6;4;0;921,6688679
4;22;7;1002.1;0;88;0;0;2.3;0.4;44220;348;8;4.8;0;890,8756317
4;23;7;1002.3;0.3;93;0.4;0;1.7;0.6;22780;324;6.8;4.1;0;902,735762
4;0;7;1002.5;0.1;93;0;0;1.6;0.7;24330;330;7.4;4.2;0;902,5955521
4;1;7;1003;0;91;0;0;1.6;0.3;17210;324;7.5;3.8;0;914,3014542
4;2;8;1003.4;0;90;0;0;1.5;0;40070;316;5.6;3.3;0;927,0180378
4;3;7;1003.6;0;92;0;0;1.1;-0.1;33170;312;4.4;2.3;0;975,7431805
4;4;7;1004.1;0;90;0;0;1.3;-0.2;33060;299;6.1;3.4;0;1046,654191
4;5;7;1004.7;0;86;0;0;1.7;-0.5;50000;320;6.7;3.7;0;1031,569133
4;6;7;1005.4;0;80;0;0;2.6;-0.5;45110;322;8.1;3.9;0;952,2796804
4;7;5;1006;0;70;0;0;3.7;-1.2;45850;336;6.6;3.5;80;890,9271725
4;8;3;1006.3;0;67;0;0;4.1;-1.6;42790;4;5.6;3.7;101;886,0136873
4;9;5;1006.9;0;76;0;0;3.7;-0.1;17320;310;8.4;4.7;170;891,2799252
4;10;5;1007.4;0;68;0;0;4.6;-0.9;44530;44;6.9;2.7;301;923,8994251
4;11;7;1008.1;2;83;0;0;4.6;1.9;36910;94;4.1;2;221;910,0926794
4;12;7;1008.7;0;81;0;0;4;1.1;39330;141;4.8;3.2;460;958,3713872
4;13;9;1009.3;3.5;96;2;0;1.5;0.8;3060;110;2.1;1;201;961,6131735
4;14;5;1009.4;0;79;0;0;4.7;1.4;46640;227;1.9;1;401;884,1534019
4;15;7;1010.2;0;84;0;0;2.6;0.2;10010;340;7.8;4.5;100;956,4033397
4;16;5;1010.5;0.3;80;0;0;4;1;50000;88;2.3;1.4;282;946,0142239
4;17;7;1011;0;88;0;0;2.9;1.2;50000;174;1.5;0.7;240;985,0031727
4;18;1;1011.4;0;92;0;0;2.2;0.9;49900;259;4.3;3.2;151;1020,347882
4;19;1;1011.8;0;91;0;0;1.7;0.5;46890;310;3.6;2.7;30;1008,122723
4;20;0;1012.2;0;95;0;0;0.8;0;32910;289;1.7;1.1;19;988,671918
4;21;1;1012.6;0;82;0;0;1.3;-1.4;50000;352;4;2.4;0;1003,913938
4;22;0;1013;0;90;0;0;-0.3;-1.8;44280;352;4.2;2.1;0;991,1066467
4;23;0;1013.3;0;82;0;0;0.5;-2.3;50000;340;5.6;4.2;0;1011,416272
4;0;0;1013.6;0;80;0;0;-0.2;-3.2;50000;354;5;3.6;0;1020,033374
4;1;0;1014.2;0;88;0;0;-1.8;-3.5;50000;323;2.6;1.5;0;1036,178888
4;2;3;1014.6;0;87;0;0;-1.9;-3.8;50000;352;3.5;1.9;0;1041,734224
4;3;5;1014.9;0;81;0;0;-1.3;-4;50000;351;2.8;1.2;0;1079,681254
4;4;3;1015.3;0;74;0;0;0.2;-4;47750;345;2.7;1.1;0;1069,458588
4;5;7;1015.4;0;64;0;0;1.2;-4.9;45790;359;3.2;2;0;1020,978375
4;6;7;1015.5;0;59;0;0;2.6;-4.7;46660;29;2.8;1.5;0;941,2867622
4;7;0;1015.4;0;48;0;0;4.8;-5.2;39120;89;4;2.3;69;870,1009933
4;8;7;1015.5;0;42;0;0;5.7;-6.1;36130;99;4.6;2.7;171;858,6449097
4;9;7;1015.7;0;48;0;0;5.3;-4.8;48090;133;5.4;3.8;310;854,8387741
4;10;7;1015.8;0;50;0;0;5.1;-4.5;47470;140;6.5;4.2;412;842,9265251
4;11;7;1016;0;54;0;0;5.2;-3.5;42670;119;7.5;4.4;281;825,1583649
4;12;3;1015.9;-;47;0;0;7.1;-3.4;41510;128;6.7;4.1;561;811,2828255
4;13;0;1015.7;0;48;0;0;6.5;-3.6;48460;131;5.8;3.3;310;805,1899834
4;14;0;1015.7;0;42;0;0;6.9;-5.3;45500;112;6.2;4.2;563;797,9196938
4;15;0;1015.3;0;41;0;0;6.5;-5.9;50000;91;6;3.2;661;805,8574326
4;16;1;1015.3;0;43;0;0;5.8;-5.7;48800;105;5.6;3.9;592;846,1470657
4;17;1;1015.3;0;56;0;0;4.4;-3.6;50000;97;4.5;3.1;492;901,8492771
4;18;1;1015.4;0;62;0;0;3.6;-3.1;50000;75;6.3;3.7;350;953,0862389
4;19;0;1015.5;0;67;0;0;3.2;-2.2;50000;83;6.1;3.3;182;938,0678177
4;20;0;1015.5;0;66;0;0;3.2;-2.5;50000;69;6.1;4.4;39;921,8501322
4;21;7;1015.6;0;67;0;0;3.2;-2.3;50000;67;5.6;3.4;0;874,3437061
4;22;7;1015.3;0;74;0;0;3.4;-0.9;50000;70;8.4;4.9;0;882,4561089
4;23;0;1015.3;0;73;0;0;3.2;-1.3;50000;74;7.5;3.8;0;879,2976482
5;0;0;1015.4;0;73;0;0;3.2;-1.3;50000;82;8.1;4.8;0;884,3488178
5;1;0;1015.5;0;75;0;0;3.1;-1;50000;82;7.3;4.5;0;887,81437
5;2;0;1015.2;0;75;0;0;3.3;-0.7;50000;70;8.1;4.8;0;898,2431496
5;3;0;1015;0;76;0;0;3.5;-0.4;50000;68;8.4;5.3;0;895,5851939
5;4;0;1014.8;0;75;0;0;4.4;0.3;50000;69;9.6;6.3;0;823,3704353
5;5;3;1014.5;0;66;0;0;5.4;-0.4;40830;73;9.9;6;0;806,2267422
5;6;1;1014.2;0;66;0;0;6;0.1;47270;67;8.8;6.3;0;778,6406956
5;7;3;1014.1;0;63;0;0;6.3;-0.3;38100;63;9.6;5.3;51;779,1523849
5;8;0;1013.7;0;63;0;0;6.8;0.3;36790;63;12.8;8.7;150;785,8500881
5;9;7;1013.3;0;62;0;0;6.9;0.2;36550;64;13.4;8.4;310;761,7025734
5;10;0;1013.1;0;58;0;0;7.6;-0.1;34910;71;13.9;9.1;432;756,866753
5;11;0;1012.9;0;54;0;0;8.2;-0.6;35600;66;15.2;8.7;512;747,8993229
5;12;5;1012.4;0;51;0;0;8.3;-1.3;38010;63;13.3;8;591;722,2726105
5;13;5;1011.9;0;49;0;0;8;-2.1;41520;58;15.4;9.9;682;720,8844193
5;14;1;1011.5;0;53;0;0;7.5;-1.5;43870;62;16.6;9.9;501;742,7681065
5;15;5;1011.1;0;60;0;0;7;-0.3;50000;62;14.7;9.9;522;759,7892473
5;16;7;1010.8;0;61;0;0;7;-0.1;50000;63;13.8;8.6;341;808,4015333
5;17;7;1010.6;0;60;0;0;7.1;-0.1;50000;64;13.1;7.8;161;800,1693466
5;18;7;1010.4;0;59;0;0;7.2;-0.2;50000;68;12.9;8.2;49;792,1553642
5;19;7;1009.9;0;61;0;0;7.1;0.1;50000;64;14.3;8.2;31;762,5659218
5;20;3;1009.4;0;57;0;0;7.6;-0.4;50000;65;13.3;8.4;20;732,8052273
5;21;5;1009.2;0;62;0;0;7.7;0.8;50000;73;12.2;7.2;0;712,6201141
5;22;7;1009;0;59;0;0;7.8;0.3;50000;78;12.4;8.3;0;702,2028984
5;23;3;1008.6;0;62;0;0;7.2;0.5;50000;79;11.9;7.2;0;709,0305874
5;0;1;1008;0;62;0;0;7;0.1;50000;80;11.8;6.8;0;716,1353085
5;1;0;1007.6;0;65;0;0;6.5;0.3;50000;82;12.3;6.9;0;723,0962303
5;2;1;1007.2;0;67;0;0;6.2;0.6;50000;71;9.5;6.2;0;735,9041567
5;3;0;1006.7;0;70;0;0;6;1;50000;70;9.6;6.5;0;737,5538586
5;4;1;1006.6;0;65;0;0;6.8;0.8;50000;82;9.7;5.5;0;723,1805462
5;5;1;1006.5;0;63;0;0;7.8;1.1;43530;63;7;4.1;0;650,3543304
5;6;0;1006.3;0;62;0;0;8.1;1.3;41750;60;6.5;4.5;0;642,4585915
5;7;5;1006.5;0;59;0;0;9;1.3;43820;71;6.6;4.3;80;607,0344599
5;8;7;1006.1;0;57;0;0;10.3;2.2;30520;66;6.3;4.3;150;591,240995
5;9;1;1006.2;0;56;0;0;10.9;2.5;39200;75;7.9;5.2;262;576,0277899
5;10;0;1005.7;0;56;0;0;11.7;3.2;42970;69;8.4;5.9;370;539,090226
5;11;1;1005.5;0;55;0;0;11.5;2.8;43090;68;10.8;6.5;522;549,8928886
5;12;7;1005.3;0;57;0;0;10.7;2.6;50000;71;10.4;6.1;601;601,0911316
5;13;7;1005.1;0;59;0;0;10.5;2.8;43210;74;9.8;5.6;481;612,7967996
5;14;7;1004.9;0;65;0;0;10.2;4;39120;62;9;5;282;664,5266914
5;15;7;1004.6;0.2;73;0.5;0;9.4;4.9;23020;51;6.7;4.2;140;701,657299
5;16;8;1004.6;0.8;82;1;0;8.5;5.6;16080;47;4.4;2.4;90;720,5915291
5;17;7;1004.7;1.9;89;2.1;0;8;6.3;10530;55;4.8;3.3;50;722,9221169
5;18;7;1004.3;2.5;95;3;0;7.7;6.9;8430;52;4.6;3.2;20;717,1908424
5;19;8;1004;0.9;95;1.4;0;8.1;7.3;12600;68;6.2;4.7;0;695,485553
5;20;8;1003.6;1.5;97;1.2;0;8;7.5;8610;69;5;3.5;0;674,9281883
5;21;8;1003.3;0.1;95;0;0;8.1;7.4;16560;77;4.4;3.3;0;654,4321884
5;22;8;1003.2;0;95;0;0;8.2;7.4;16710;120;5;3.2;0;654,4757278
5;23;8;1003.1;0;96;0;0;7.1;6.6;9790;101;2.4;1.6;0;657,9351097
